CodeSite,DateDebut,DateFin,CodePostal,TypeAppareil,Download,Upload,Langue,Latitude,Longitude
PW0146,2019-09-18T21:02:00+02:00,2019-09-18T22:01:00+02:00,75006,Mobile,7596157,1661189,Anglais,48.8512426095,2.330443623
PW0170,2019-09-18T21:04:00+02:00,2019-09-18T21:45:00+02:00,75018,Mobile,99137227,5443409,Français,48.8864505694,2.3654757972
PW0121,2019-09-18T21:07:00+02:00,2019-09-18T21:09:00+02:00,75004,Mobile,10280887,989591,Français,48.8582613252,2.3583923572
PW0175,2019-09-18T21:07:00+02:00,2019-09-18T21:09:00+02:00,75016,Mobile,109099,141878,Anglais,48.8609372147,2.2893499444
PW0049,2019-09-18T21:11:00+02:00,2019-09-18T22:08:00+02:00,75011,Mobile,425714438,34615410,Russe,48.8515955528,2.383960071
PW0201,2019-09-18T21:20:00+02:00,2019-09-18T23:20:00+02:00,75014,Mobile,25223814,3465781,Français,48.8339906348,2.33201446
PW0183,2019-09-18T21:22:00+02:00,2019-09-18T21:32:00+02:00,75014,Mobile,29073378,1631709,Français,48.8256855011,2.3028248088
PW0123-1,2019-09-18T21:42:00+02:00,2019-09-18T21:44:00+02:00,75004,Mobile,4310756,278261,Anglais,48.8570518501,2.3523517242
PW0157,2019-09-18T21:45:00+02:00,2019-09-18T21:53:00+02:00,75013,Mobile,3895883,630999,Français,48.8281858231,2.3586267374
PW0181,2019-09-18T22:13:00+02:00,2019-09-18T22:21:00+02:00,75004,Mobile,16972474,1142271,Français,48.8566875709,2.3489230003
PW0110,2019-09-18T22:14:00+02:00,2019-09-18T23:37:00+02:00,75001,Mobile,504634328,24327463,Français,48.8614694222,2.346303724
PW0156,2019-09-18T22:21:00+02:00,2019-09-18T22:23:00+02:00,75004,Mobile,7641380,1064395,Espagnol,48.8558319848,2.3508346613
PW0192,2019-09-18T22:24:00+02:00,2019-09-18T22:56:00+02:00,75004,Mobile,109055026,10283788,Français,48.8590496567,2.3568727755
PW0084,2019-09-18T23:05:00+02:00,2019-09-18T23:06:00+02:00,75012,Mobile,676484,147498,Français,48.8321648675,2.3993343359
PW0161,2019-09-18T23:54:00+02:00,2019-09-19T00:01:00+02:00,75007,Mobile,19090944,918844,Français,48.8581897423,2.312894264
PW0175,2019-09-19T00:41:00+02:00,2019-09-19T00:47:00+02:00,75016,Mobile,3272578,457710,Français,48.8609372147,2.2893499444
PW0159,2019-09-19T01:09:00+02:00,2019-09-19T01:27:00+02:00,75019,Mobile,87374667,4829311,Français,48.8796817468,2.3883276374
PW0175,2019-09-19T01:17:00+02:00,2019-09-19T01:19:00+02:00,75016,Mobile,3408186,3260172,Anglais,48.8609372147,2.2893499444
PW0135,2019-09-19T01:44:00+02:00,2019-09-19T02:00:00+02:00,75012,Mobile,11402226,2203771,Français,48.8459667166,2.3777161396
PW0199,2019-09-19T09:25:00+02:00,2019-09-19T09:33:00+02:00,75014,Mobile,22813895,1577410,Espagnol,48.8342318805,2.3321285183
PW0199,2019-09-19T09:31:00+02:00,2019-09-19T09:34:00+02:00,75014,Mobile,12640192,700975,Français,48.8342318805,2.3321285183
PW0170-1,2019-09-19T09:46:00+02:00,2019-09-19T11:02:00+02:00,75018,Mobile,246290874,7473721,Anglais,48.8858336546,2.3650478296
PW0123-1,2019-09-19T10:17:00+02:00,2019-09-19T12:06:00+02:00,75004,Mobile,198151261,9744019,Français,48.8570518501,2.3523517242
PW0182,2019-09-19T10:51:00+02:00,2019-09-19T11:31:00+02:00,75019,Ordinateur,26062067,8155973,Anglais,48.8827940633,2.3827054256
PW0084,2019-09-19T11:17:00+02:00,2019-09-19T11:24:00+02:00,75012,Mobile,22904834,979072,Français,48.8321648675,2.3993343359
PW0200,2019-09-19T11:32:00+02:00,2019-09-19T13:32:00+02:00,75012,Mobile,30799769,6056320,Français,48.8401255449,2.4398352472
PW0031,2019-09-19T11:49:00+02:00,2019-09-19T12:59:00+02:00,75015,Mobile,29149336,5918225,Français,48.8318321726,2.2957560958
PW0143,2019-09-19T12:03:00+02:00,2019-09-19T12:09:00+02:00,75001,Tablette,5506894,538316,Français,48.8618194855,2.3476439033
PW0161,2019-09-19T12:13:00+02:00,2019-09-19T12:22:00+02:00,75007,Mobile,7469863,1173486,Anglais,48.8581897423,2.312894264
PW0050,2019-09-19T12:19:00+02:00,2019-09-19T14:19:00+02:00,75004,Mobile,41236660,4476716,Français,48.853423534,2.3591792373
PW0143,2019-09-19T12:43:00+02:00,2019-09-19T13:23:00+02:00,75001,Tablette,7867435,562634,Français,48.8618194855,2.3476439033
PW0117,2019-09-19T12:45:00+02:00,2019-09-19T12:51:00+02:00,75015,Mobile,1159292,99294,Français,48.8497413105,2.2861367437
PW0006,2019-09-19T12:46:00+02:00,2019-09-19T14:46:00+02:00,75018,Mobile,893616572,22806001,Français,48.8844631298,2.3541416014
PW0144,2019-09-19T12:47:00+02:00,2019-09-19T14:47:00+02:00,75008,Ordinateur,62257762,15447344,Anglais,48.8794445126,2.3125231
PW0050,2019-09-19T12:51:00+02:00,2019-09-19T13:12:00+02:00,75004,Mobile,24666535,2589443,Français,48.853423534,2.3591792373
PW0119,2019-09-19T12:52:00+02:00,2019-09-19T12:56:00+02:00,75004,Mobile,2702444,569756,Français,48.8572732825,2.3512776121
PW0030,2019-09-19T13:08:00+02:00,2019-09-19T15:08:00+02:00,75012,Mobile,16162439,2117648,Français,48.8404878126,2.3925067765
PW0012,2019-09-19T13:18:00+02:00,2019-09-19T15:19:00+02:00,75012,Mobile,36155855,2754281,Français,48.8411040785,2.3883374877
PW0054,2019-09-19T13:27:00+02:00,2019-09-19T13:31:00+02:00,75014,Mobile,15291801,1085729,Espagnol,48.8337666097,2.3258559779
PW0048,2019-09-19T13:41:00+02:00,2019-09-19T14:04:00+02:00,75020,Mobile,39028588,2914953,Français,48.870162555,2.3852198261
PW0131,2019-09-19T13:43:00+02:00,2019-09-19T13:44:00+02:00,75009,Mobile,736974,79875,Français,48.8725916024,2.3404806022
PW0163,2019-09-19T13:47:00+02:00,2019-09-19T13:52:00+02:00,75004,Mobile,3160618,370597,Allemand,48.8556307839,2.3656584031
PW0058,2019-09-19T13:51:00+02:00,2019-09-19T13:52:00+02:00,75012,Mobile,4982889,831269,Anglais,48.8324189858,2.3854831767
PW0103-2,2019-09-19T13:55:00+02:00,2019-09-19T14:18:00+02:00,75013,Mobile,139186696,8108267,Français,48.8204906699,2.3673087496
PW0156,2019-09-19T14:16:00+02:00,2019-09-19T14:39:00+02:00,75004,Mobile,160263477,14160784,Français,48.8558319848,2.3508346613
PW0057,2019-09-19T14:26:00+02:00,2019-09-19T14:34:00+02:00,75020,Mobile,692184,427304,Anglais,48.8705904639,2.3842377501
PW0199,2019-09-19T14:31:00+02:00,2019-09-19T15:17:00+02:00,75014,Mobile,41625271,4010873,Anglais,48.8342318805,2.3321285183
PW0164,2019-09-19T14:33:00+02:00,2019-09-19T15:12:00+02:00,75010,Ordinateur,248759695,8484968,Russe,48.8744988283,2.3619049385
PW0122,2019-09-19T14:36:00+02:00,2019-09-19T15:16:00+02:00,75004,Mobile,8626077,523911,Français,48.8567634421,2.352648313
PW0050,2019-09-19T14:37:00+02:00,2019-09-19T15:33:00+02:00,75004,Ordinateur,101061708,5080966,Français,48.853423534,2.3591792373
PW0122-1,2019-09-19T14:42:00+02:00,2019-09-19T14:42:00+02:00,75004,Mobile,0,0,Français,48.856389683,2.352388267
PW0186,2019-09-19T14:43:00+02:00,2019-09-19T15:29:00+02:00,75009,Mobile,68064948,4605655,Français,48.8769016573,2.3464050031
PW0144,2019-09-19T14:46:00+02:00,2019-09-19T14:58:00+02:00,75008,Mobile,9802952,1483672,Français,48.8492339972,2.4120981583
PW0116,2019-09-19T14:49:00+02:00,2019-09-19T14:54:00+02:00,75010,Mobile,4879590,764289,Français,48.8772054342,2.3707969197
PW0152,2019-09-19T14:51:00+02:00,2019-09-19T15:27:00+02:00,75011,Mobile,35786503,160132573,Russe,48.8649086244,2.381272317
PW0156,2019-09-19T14:54:00+02:00,2019-09-19T14:56:00+02:00,75004,Mobile,16643386,6903822,Anglais,48.8558319848,2.3508346613
PW0151-1,2019-09-19T14:56:00+02:00,2019-09-19T16:07:00+02:00,75008,Mobile,51264086,18242136,Français,48.87994077,2.3074990761
PW0189,2019-09-19T14:57:00+02:00,2019-09-19T15:01:00+02:00,75007,Mobile,117102,111304,Anglais,48.8629641751,2.3045246819
PW0070,2019-09-19T15:05:00+02:00,2019-09-19T16:57:00+02:00,75003,Ordinateur,447540468,35021158,Français,48.8562219571,2.3673918201
PW0157,2019-09-19T15:08:00+02:00,2019-09-19T15:36:00+02:00,75013,Mobile,59038678,5655826,Français,48.8281858231,2.3586267374
PW0069,2019-09-19T15:14:00+02:00,2019-09-19T15:22:00+02:00,75013,Mobile,22816227,2988282,Français,48.8322068,2.3474197664
PW0113,2019-09-19T15:17:00+02:00,2019-09-19T15:52:00+02:00,75016,Ordinateur,62800930,8254258,Français,48.8618363826,2.2842707912
PW0142,2019-09-19T15:18:00+02:00,2019-09-19T15:23:00+02:00,75009,Mobile,2479225,248951,Français,48.8779672649,2.3450215123
PW0050,2019-09-19T15:20:00+02:00,2019-09-19T16:02:00+02:00,75004,Ordinateur,317092318,11151056,Français,48.853423534,2.3591792373
PW0185,2019-09-19T15:20:00+02:00,2019-09-19T15:57:00+02:00,75014,Mobile,201794837,9629974,Français,48.8312962023,2.3200964903
PW0201,2019-09-19T15:21:00+02:00,2019-09-19T16:06:00+02:00,75014,Mobile,4160291,605280,Anglais,48.8339906348,2.33201446
PW0045,2019-09-19T15:22:00+02:00,2019-09-19T16:21:00+02:00,75020,Mobile,162399913,10474368,Français,48.8598387687,2.4032269985
PW0112,2019-09-19T15:25:00+02:00,2019-09-19T15:44:00+02:00,75001,Mobile,32266882,2904254,Français,48.8614889106,2.3441541095
PW0175,2019-09-19T15:25:00+02:00,2019-09-19T15:31:00+02:00,75016,Mobile,2146088,1015238,Portugais,48.8609372147,2.2893499444
PW0157,2019-09-19T15:27:00+02:00,2019-09-19T15:33:00+02:00,75013,Mobile,21289817,1871292,Français,48.8281858231,2.3586267374
PW0175,2019-09-19T15:28:00+02:00,2019-09-19T15:32:00+02:00,75016,Mobile,147734,178850,Russe,48.8609372147,2.2893499444
PW0181,2019-09-19T15:29:00+02:00,2019-09-19T15:33:00+02:00,75004,Mobile,635824,567397,Anglais,48.8566875709,2.3489230003
PW0163,2019-09-19T15:35:00+02:00,2019-09-19T15:50:00+02:00,75004,Mobile,7571127,4950023,Français,48.8556307839,2.3656584031
PW0051,2019-09-19T15:35:00+02:00,2019-09-19T15:46:00+02:00,75012,Ordinateur,22741441,936038,Français,48.8425411215,2.3974768897
PW0060,2019-09-19T15:38:00+02:00,2019-09-19T16:32:00+02:00,75009,Tablette,73188728,7636243,Français,48.8733902739,2.3404520564
PW0123-1,2019-09-19T15:45:00+02:00,2019-09-19T15:54:00+02:00,75004,Mobile,63482106,9600756,Anglais,48.8570518501,2.3523517242
PW0053,2019-09-19T15:45:00+02:00,2019-09-19T16:08:00+02:00,75014,Mobile,4063380,420729,Français,48.8312312482,2.3116623321
PW0012,2019-09-19T15:47:00+02:00,2019-09-19T16:58:00+02:00,75012,Mobile,10435668,2335583,Français,48.8411040785,2.3883374877
PW0143,2019-09-19T15:48:00+02:00,2019-09-19T16:06:00+02:00,75001,Ordinateur,60502177,4827238,Anglais,48.8618194855,2.3476439033
PW0153,2019-09-19T15:51:00+02:00,2019-09-19T15:57:00+02:00,75004,Mobile,7307812,311923,Anglais,48.8580407243,2.3492201015
PW0164,2019-09-19T15:56:00+02:00,2019-09-19T16:20:00+02:00,75010,Mobile,41628005,2571301,Anglais,48.8744988283,2.3619049385
PW0044,2019-09-19T15:56:00+02:00,2019-09-19T17:50:00+02:00,75003,Mobile,443679273,20735241,Chinois simplifié,48.8637689236,2.3598462566
PW0071,2019-09-19T15:57:00+02:00,2019-09-19T17:05:00+02:00,75020,Ordinateur,53506660,5892399,Français,48.8714830648,2.3786770353
PW0147,2019-09-19T15:58:00+02:00,2019-09-19T16:30:00+02:00,75010,Ordinateur,104680976,4954377,Français,48.8754298708,2.353666773
PW0168,2019-09-19T15:59:00+02:00,2019-09-19T16:20:00+02:00,75020,Mobile,13148422,1273025,Français,48.8716051488,2.3849247505
PW0111,2019-09-19T16:04:00+02:00,2019-09-19T16:15:00+02:00,75005,Ordinateur,41761386,52646800,Français,48.842546608,2.3618682436
PW0136,2019-09-19T16:06:00+02:00,2019-09-19T17:34:00+02:00,75019,Mobile,19126270,368220527,Anglais,48.8519010105,2.3449482189
PW0164,2019-09-19T16:06:00+02:00,2019-09-19T17:55:00+02:00,75010,Mobile,96573177,8889830,Français,48.8744988283,2.3619049385
PW0045,2019-09-19T16:11:00+02:00,2019-09-19T18:11:00+02:00,75020,Ordinateur,66735020,7040076,Français,48.8598387687,2.4032269985
PW0027,2019-09-19T16:13:00+02:00,2019-09-19T16:18:00+02:00,75007,Mobile,5848785,16180485,Anglais,48.8595702097,2.3072264833
PW0163,2019-09-19T16:18:00+02:00,2019-09-19T16:19:00+02:00,75004,Mobile,5828541,342880,Français,48.8556307839,2.3656584031
PW0189,2019-09-19T16:25:00+02:00,2019-09-19T16:32:00+02:00,75007,Mobile,2397584,323642,Anglais,48.8629641751,2.3045246819
PW0117,2019-09-19T16:27:00+02:00,2019-09-19T18:18:00+02:00,75015,Mobile,144930975,10921281,Français,48.8497413105,2.2861367437
PW0147,2019-09-19T16:29:00+02:00,2019-09-19T17:57:00+02:00,75010,Ordinateur,140058872,13660656,Français,48.8754298708,2.353666773
PW0151,2019-09-19T16:32:00+02:00,2019-09-19T17:44:00+02:00,75008,Mobile,70826425,5546378,Français,48.8802623407,2.309839897
PW0189,2019-09-19T16:37:00+02:00,2019-09-19T16:44:00+02:00,75007,Mobile,30718354,2470644,Anglais,48.8629641751,2.3045246819
PW0055,2019-09-19T16:37:00+02:00,2019-09-19T18:38:00+02:00,75020,Mobile,205322455,10087112,Français,48.8523121522,2.4105606442
PW0018,2019-09-19T16:40:00+02:00,2019-09-19T17:00:00+02:00,75020,Mobile,79623202,6562350,Français,48.8650911391,2.3989977003
PW0119,2019-09-19T16:42:00+02:00,2019-09-19T16:54:00+02:00,75004,Mobile,6152155,64493250,Anglais,48.8572732825,2.3512776121
PW0123,2019-09-19T16:44:00+02:00,2019-09-19T17:08:00+02:00,75004,Mobile,72089171,4231937,Allemand,48.8563193139,2.3517550767
PW0130,2019-09-19T16:45:00+02:00,2019-09-19T18:30:00+02:00,75020,Ordinateur,261683795,12360761,Français,48.8532955464,2.4012127883
PW0170-1,2019-09-19T16:49:00+02:00,2019-09-19T16:51:00+02:00,75018,Mobile,11698871,667667,Anglais,48.8858336546,2.3650478296
PW0104,2019-09-19T16:51:00+02:00,2019-09-19T17:11:00+02:00,75017,Mobile,56117075,2411954,Portugais,48.8883943592,2.3030897057
PW0030,2019-09-19T16:55:00+02:00,2019-09-19T17:29:00+02:00,75012,Ordinateur,22290487,1837711,Français,48.8404878126,2.3925067765
PW0186,2019-09-19T16:57:00+02:00,2019-09-19T17:41:00+02:00,75009,Mobile,30462293,2229411,Anglais,48.8769016573,2.3464050031
PW0162,2019-09-19T16:57:00+02:00,2019-09-19T17:36:00+02:00,75015,Mobile,27838710,4261923,Français,48.8423101169,2.3172057616
PW0050,2019-09-19T16:58:00+02:00,2019-09-19T18:59:00+02:00,75004,Ordinateur,786767132,30963100,Français,48.853423534,2.3591792373
PW0096,2019-09-19T17:01:00+02:00,2019-09-19T17:10:00+02:00,75011,Mobile,22163502,12566249,Français,48.8558714122,2.3824535358
PW0149,2019-09-19T17:02:00+02:00,2019-09-19T17:04:00+02:00,75001,Mobile,11742793,11166016,Français,48.8593733254,2.3358223561
PW0111,2019-09-19T17:02:00+02:00,2019-09-19T18:57:00+02:00,75005,Ordinateur,323127040,18767992,Français,48.842546608,2.3618682436
PW0012,2019-09-19T17:05:00+02:00,2019-09-19T18:06:00+02:00,75012,Mobile,10586576,754521,Français,48.8411040785,2.3883374877
PW0147,2019-09-19T17:06:00+02:00,2019-09-19T18:27:00+02:00,75010,Mobile,121695030,11869246,Anglais,48.8754298708,2.353666773
PW0132,2019-09-19T17:09:00+02:00,2019-09-19T17:15:00+02:00,75004,Ordinateur,4679472,185502,Français,48.8562716079,2.3557569011
PW0062,2019-09-19T17:14:00+02:00,2019-09-19T19:15:00+02:00,75013,Mobile,39237798,26477048,Anglais,48.827750994,2.3595956139
PW0117,2019-09-19T17:14:00+02:00,2019-09-19T17:39:00+02:00,75015,Mobile,16214208,1478569,Français,48.8497413105,2.2861367437
PW0147,2019-09-19T17:15:00+02:00,2019-09-19T19:16:00+02:00,75010,Ordinateur,187768600,11403377,Chinois traditionnel,48.8754298708,2.353666773
PW0122-1,2019-09-19T17:15:00+02:00,2019-09-19T18:26:00+02:00,75004,Mobile,130557984,12809099,Français,48.856389683,2.352388267
PW0049,2019-09-19T17:17:00+02:00,2019-09-19T17:30:00+02:00,75011,Mobile,12325542,1652392,Français,48.8515955528,2.383960071
PW0147,2019-09-19T17:19:00+02:00,2019-09-19T19:20:00+02:00,75010,Mobile,209489527,14939167,Français,48.8754298708,2.353666773
PW0045,2019-09-19T17:25:00+02:00,2019-09-19T17:45:00+02:00,75020,Mobile,70919911,3564067,Français,48.8598387687,2.4032269985
PW0006,2019-09-19T17:26:00+02:00,2019-09-19T17:26:00+02:00,75018,Ordinateur,0,0,Arabe,48.8844631298,2.3541416014
PW0144,2019-09-19T17:26:00+02:00,2019-09-19T18:19:00+02:00,75020,Ordinateur,41483823,1909144,Français,48.8794445126,2.3125231
PW0202,2019-09-19T17:32:00+02:00,2019-09-19T19:33:00+02:00,75016,Mobile,19964092,1392423,Français,48.8553935976,2.2807177166
PW0114,2019-09-19T17:36:00+02:00,2019-09-19T18:34:00+02:00,75013,Mobile,398492550,15471460,Français,48.830786809,2.3567544767
PW0186,2019-09-19T17:37:00+02:00,2019-09-19T17:42:00+02:00,75009,Mobile,14446040,1898727,Anglais,48.8769016573,2.3464050031
PW0147,2019-09-19T17:40:00+02:00,2019-09-19T17:44:00+02:00,75010,Mobile,15734663,1491754,Français,48.8754298708,2.353666773
PW0108,2019-09-19T17:41:00+02:00,2019-09-19T17:49:00+02:00,75016,Mobile,30415083,2045299,Français,48.8354989458,2.2557606933
PW0143,2019-09-19T17:50:00+02:00,2019-09-19T17:53:00+02:00,75001,Tablette,6595683,829319,Japonais,48.8618194855,2.3476439033
PW0051,2019-09-19T17:50:00+02:00,2019-09-19T18:26:00+02:00,75012,Mobile,16252520,1390349,Français,48.8425411215,2.3974768897
PW0114,2019-09-19T17:56:00+02:00,2019-09-19T19:20:00+02:00,75013,Mobile,3891112,657249,Français,48.830786809,2.3567544767
PW0009,2019-09-19T17:59:00+02:00,2019-09-19T19:18:00+02:00,75013,Mobile,2387041,480540,Français,48.8901061541,2.3632099736
PW0109,2019-09-19T17:59:00+02:00,2019-09-19T18:04:00+02:00,75009,Mobile,16546041,8240118,Allemand,48.8811113359,2.3323455598
PW0143,2019-09-19T18:01:00+02:00,2019-09-19T19:01:00+02:00,75001,Mobile,73035485,13343247,Français,48.8618194855,2.3476439033
PW0060,2019-09-19T18:02:00+02:00,2019-09-19T18:28:00+02:00,75009,Ordinateur,82530792,4445666,Français,48.8733902739,2.3404520564
PW0009,2019-09-19T18:09:00+02:00,2019-09-19T18:15:00+02:00,75018,Mobile,4335974,539468,Anglais,48.8901061541,2.3632099736
PW0150,2019-09-19T18:10:00+02:00,2019-09-19T19:00:00+02:00,75004,Mobile,79246729,5629927,Français,48.8523533398,2.3603109745
PW0110,2019-09-19T18:12:00+02:00,2019-09-19T18:17:00+02:00,75001,Mobile,467243,320134,Anglais,48.8614694222,2.346303724
PW0123,2019-09-19T18:20:00+02:00,2019-09-19T18:40:00+02:00,75004,Mobile,31222060,50767470,Anglais,48.8563193139,2.3517550767
PW0044,2019-09-19T18:21:00+02:00,2019-09-19T19:15:00+02:00,75003,Ordinateur,153123394,12117175,Anglais,48.8637689236,2.3598462566
PW0049,2019-09-19T18:25:00+02:00,2019-09-19T18:28:00+02:00,75011,Ordinateur,9114564,841725,Français,48.8515955528,2.383960071
PW0130,2019-09-19T18:25:00+02:00,2019-09-19T19:30:00+02:00,75020,Ordinateur,23447827,8432585,Français,48.8532955464,2.4012127883
PW0048,2019-09-19T18:26:00+02:00,2019-09-19T19:30:00+02:00,75020,Ordinateur,27427599,1988283,Français,48.870162555,2.3852198261
PW0151-1,2019-09-19T18:27:00+02:00,2019-09-19T18:55:00+02:00,75008,Mobile,57847406,26809570,Anglais,48.87994077,2.3074990761
PW0064,2019-09-19T18:27:00+02:00,2019-09-19T18:45:00+02:00,75019,Mobile,51324887,21221564,Français,48.8872868418,2.398062243
PW0119,2019-09-19T18:30:00+02:00,2019-09-19T19:00:00+02:00,75004,Mobile,26388371,18941121,Français,48.8572732825,2.3512776121
PW0051,2019-09-19T18:39:00+02:00,2019-09-19T19:49:00+02:00,75012,Ordinateur,39789686,2305306,Français,48.8425411215,2.3974768897
PW0165,2019-09-19T18:42:00+02:00,2019-09-19T18:50:00+02:00,75007,Mobile,6184337,17355591,Anglais,48.8569794103,2.2933390635
PW0052,2019-09-19T18:44:00+02:00,2019-09-19T18:53:00+02:00,75011,Mobile,8516040,636715,Anglais,48.860096294,2.3790349615
PW0048,2019-09-19T18:51:00+02:00,2019-09-19T19:14:00+02:00,75020,Ordinateur,106820005,4786941,Français,48.870162555,2.3852198261
PW0045,2019-09-19T18:52:00+02:00,2019-09-19T18:55:00+02:00,75020,Ordinateur,17255647,1071798,Français,48.8598387687,2.4032269985
PW0175,2019-09-19T18:54:00+02:00,2019-09-19T18:59:00+02:00,75016,Mobile,773545,303459,Anglais,48.8609372147,2.2893499444
PW0125,2019-09-19T18:56:00+02:00,2019-09-19T19:43:00+02:00,75013,Mobile,8530173,2202373,Français,48.8273180542,2.341993717
PW0144,2019-09-19T18:58:00+02:00,2019-09-19T19:41:00+02:00,75020,Mobile,111591132,25262988,Français,48.8794445126,2.3125231
PW0111,2019-09-19T19:01:00+02:00,2019-09-19T20:39:00+02:00,75005,Mobile,45300278,4132259,Français,48.842546608,2.3618682436
PW0056,2019-09-19T19:01:00+02:00,2019-09-19T19:03:00+02:00,75011,Mobile,1633187,539673,Français,48.8698926807,2.3751172843
PW0151-1,2019-09-19T19:01:00+02:00,2019-09-19T19:49:00+02:00,75008,Mobile,93706112,8424714,Portugais,48.87994077,2.3074990761
PW0052,2019-09-19T19:03:00+02:00,2019-09-19T20:44:00+02:00,75011,Ordinateur,97757306,8362080,Français,48.860096294,2.3790349615
PW0143,2019-09-19T19:04:00+02:00,2019-09-19T20:16:00+02:00,75001,Ordinateur,31716861,4883555,Français,48.8618194855,2.3476439033
PW0009,2019-09-19T19:04:00+02:00,2019-09-19T19:08:00+02:00,75018,Mobile,14458067,679203,Arabe,48.8901061541,2.3632099736
PW0147,2019-09-19T19:05:00+02:00,2019-09-19T19:58:00+02:00,75010,Mobile,48163117,6651287,Français,48.8754298708,2.353666773
PW0182,2019-09-19T19:06:00+02:00,2019-09-19T19:10:00+02:00,75019,Mobile,24830062,5278369,Français,48.8827940633,2.3827054256
PW0155,2019-09-19T19:07:00+02:00,2019-09-19T19:07:00+02:00,75005,Mobile,4051743,207951,Français,48.8383992161,2.3537775367
PW0051,2019-09-19T19:08:00+02:00,2019-09-19T20:49:00+02:00,75012,Ordinateur,394112599,21062722,Français,48.8425411215,2.3974768897
PW0126,2019-09-19T19:09:00+02:00,2019-09-19T19:31:00+02:00,75005,Mobile,22428232,3009261,Français,48.8424935285,2.3496737607
PW0065,2019-09-19T19:10:00+02:00,2019-09-19T19:18:00+02:00,75014,Mobile,14028015,9461503,Anglais,48.832851161,2.3267672261
PW0157,2019-09-19T19:11:00+02:00,2019-09-19T19:18:00+02:00,75013,Mobile,9337986,1635841,Français,48.8281858231,2.3586267374
PW0147,2019-09-19T19:12:00+02:00,2019-09-19T20:34:00+02:00,75010,Ordinateur,6454134,6699254,Français,48.8754298708,2.353666773
PW0193,2019-09-19T19:18:00+02:00,2019-09-19T19:49:00+02:00,75001,Mobile,53133431,3962191,Espagnol,48.8574278537,2.3470199245
PW0164,2019-09-19T19:21:00+02:00,2019-09-19T19:22:00+02:00,75010,Mobile,1133671,176770,Français,48.8744988283,2.3619049385
PW0089,2019-09-19T19:22:00+02:00,2019-09-19T20:12:00+02:00,75018,Mobile,1882169,258152,Français,48.8994866387,2.3420540981
PW0151-1,2019-09-19T19:23:00+02:00,2019-09-19T20:05:00+02:00,75008,Tablette,19844874,2694732,Anglais,48.87994077,2.3074990761
PW0126,2019-09-19T19:26:00+02:00,2019-09-19T19:34:00+02:00,75005,Ordinateur,14860853,776038,Français,48.8424935285,2.3496737607
PW0147,2019-09-19T19:31:00+02:00,2019-09-19T20:15:00+02:00,75010,Ordinateur,136576322,6191136,Français,48.8754298708,2.353666773
PW0126,2019-09-19T19:32:00+02:00,2019-09-19T19:42:00+02:00,75005,Mobile,16604012,2015307,Français,48.8424935285,2.3496737607
PW0119,2019-09-19T19:36:00+02:00,2019-09-19T19:56:00+02:00,75004,Mobile,11574092,1255190,Italien,48.8572732825,2.3512776121
PW0091,2019-09-19T19:39:00+02:00,2019-09-19T20:45:00+02:00,75018,Mobile,27991012,3035946,Français,48.8996859262,2.3519919753
PW0045,2019-09-19T19:39:00+02:00,2019-09-19T20:46:00+02:00,75020,Ordinateur,54564680,6242561,Français,48.8598387687,2.4032269985
PW0170-1,2019-09-19T19:39:00+02:00,2019-09-19T19:54:00+02:00,75018,Mobile,21645348,1318228,Anglais,48.8858336546,2.3650478296
PW0157,2019-09-19T19:41:00+02:00,2019-09-19T19:48:00+02:00,75013,Mobile,6770499,1323340,Français,48.8281858231,2.3586267374
PW0198,2019-09-19T19:42:00+02:00,2019-09-19T19:55:00+02:00,75018,Mobile,27608446,2119525,Français,48.9003798743,2.3358735009
PW0137,2019-09-19T19:43:00+02:00,2019-09-19T19:47:00+02:00,75015,Ordinateur,4703998,268911,Français,48.8417075067,2.299350322
PW0147,2019-09-19T19:46:00+02:00,2019-09-19T19:54:00+02:00,75010,Ordinateur,10685785,401351,Français,48.8754298708,2.353666773
PW0143,2019-09-19T19:48:00+02:00,2019-09-19T20:48:00+02:00,75001,Ordinateur,83510306,7757681,Français,48.8618194855,2.3476439033
PW0065,2019-09-19T19:49:00+02:00,2019-09-19T20:03:00+02:00,75014,Mobile,9959977,1770303,Français,48.832851161,2.3267672261
PW0056,2019-09-19T19:50:00+02:00,2019-09-19T21:51:00+02:00,75011,Ordinateur,196724107,11554142,Français,48.8698926807,2.3751172843
PW0045,2019-09-19T19:55:00+02:00,2019-09-19T20:05:00+02:00,75020,Mobile,18149119,1718517,Français,48.8598387687,2.4032269985
PW0053,2019-09-19T19:57:00+02:00,2019-09-19T20:50:00+02:00,75014,Ordinateur,5378466,664203,Français,48.8312312482,2.3116623321
PW0164,2019-09-19T20:01:00+02:00,2019-09-19T20:09:00+02:00,75010,Mobile,22163432,1519993,Français,48.8744988283,2.3619049385
PW0045,2019-09-19T20:05:00+02:00,2019-09-19T20:14:00+02:00,75020,Mobile,14752401,552192,Français,48.8598387687,2.4032269985
PW0170-1,2019-09-19T20:05:00+02:00,2019-09-19T20:39:00+02:00,75018,Mobile,28142391,2398903,Français,48.8858336546,2.3650478296
PW0058-1,2019-09-19T20:07:00+02:00,2019-09-19T20:59:00+02:00,75012,Mobile,12024400,2458107,Français,48.8350786407,2.3845322262
PW0116,2019-09-19T20:14:00+02:00,2019-09-19T20:15:00+02:00,75010,Mobile,949057,367790,Anglais,48.8772054342,2.3707969197
