CodeSite,DateDebut,DateFin,TempSession,TypeAppareil,Download,Upload,Langue,GeoPoint
PW0210,2019-10-13T18:22:10+02:00,2019-10-13T18:29:58+02:00,468,Mobile,11185970,1294723,Anglais,48.8732040203,2.363611618
PW0147,2019-10-13T18:28:18+02:00,2019-10-13T19:15:36+02:00,2838,Ordinateur,233921901,14202311,Français,48.8754298708,2.353666773
PW0046,2019-10-13T18:28:51+02:00,2019-10-13T19:21:42+02:00,3171,Mobile,298666572,11959490,Français,48.836806921,2.3034808022
PW0108,2019-10-13T18:33:04+02:00,2019-10-13T18:55:22+02:00,1338,Mobile,4750422,1098057,Français,48.8354989458,2.2557606933
PW0143,2019-10-13T18:33:56+02:00,2019-10-13T19:34:26+02:00,3630,Ordinateur,296270314,34866641,Anglais,48.8618194855,2.3476439033
PW0147,2019-10-13T18:34:59+02:00,2019-10-13T18:57:18+02:00,1339,Ordinateur,6267514,3613173,Français,48.8754298708,2.353666773
PW0123-1,2019-10-13T18:35:22+02:00,2019-10-13T18:52:28+02:00,1026,Mobile,6234100,117308506,Français,48.8570518501,2.3523517242
PW0051,2019-10-13T18:36:21+02:00,2019-10-13T19:08:57+02:00,1956,Mobile,1482665,424487,Français,48.8425411215,2.3974768897
PW0116,2019-10-13T18:37:24+02:00,2019-10-13T18:51:28+02:00,844,Mobile,20122035,2950979,Français,48.8772054342,2.3707969197
PW0058,2019-10-13T18:45:03+02:00,2019-10-13T19:04:27+02:00,1164,Mobile,87091522,4498360,Français,48.8324189858,2.3854831767
PW0149,2019-10-13T18:46:14+02:00,2019-10-13T18:50:22+02:00,248,Mobile,1478243,2391883,Allemand,48.8593733254,2.3358223561
PW0046,2019-10-13T18:49:04+02:00,2019-10-13T19:08:20+02:00,1156,Ordinateur,3577844,2501179,Français,48.836806921,2.3034808022
PW0170-1,2019-10-13T18:50:16+02:00,2019-10-13T20:51:10+02:00,7254,Mobile,50233724,4571976,Arabe,48.8858336546,2.3650478296
PW0108,2019-10-13T18:50:46+02:00,2019-10-13T20:34:08+02:00,6202,Mobile,54245003,46727260,Anglais,48.8354989458,2.2557606933
PW0123,2019-10-13T18:51:32+02:00,2019-10-13T19:07:47+02:00,975,Mobile,6986357,13013623,Russe,48.8563193139,2.3517550767
PW0149,2019-10-13T18:57:15+02:00,2019-10-13T19:14:13+02:00,1018,Mobile,25396480,2921384,Français,48.8593733254,2.3358223561
PW0147,2019-10-13T18:58:33+02:00,2019-10-13T19:18:37+02:00,1204,Ordinateur,142599107,5752023,Français,48.8754298708,2.353666773
PW0165,2019-10-13T19:04:01+02:00,2019-10-13T19:15:20+02:00,679,Mobile,49741619,7612790,Russe,48.8569794103,2.2933390635
PW0156,2019-10-13T19:05:08+02:00,2019-10-13T19:10:43+02:00,335,Mobile,4908063,19081786,Espagnol,48.8558319848,2.3508346613
PW0046,2019-10-13T19:09:13+02:00,2019-10-13T19:14:08+02:00,295,Ordinateur,5528258,1814072,Français,48.836806921,2.3034808022
PW0171,2019-10-13T19:10:12+02:00,2019-10-13T19:10:53+02:00,41,Mobile,715621,317148,Français,48.8319158284,2.3776118893
PW0143,2019-10-13T19:08:30+02:00,2019-10-13T19:54:24+02:00,2754,Ordinateur,37958308,3125885,Français,48.8618194855,2.3476439033
PW0147,2019-10-13T19:09:54+02:00,2019-10-13T19:15:05+02:00,311,Ordinateur,6966559,838225,Français,48.8754298708,2.353666773
PW0177,2019-10-13T19:10:30+02:00,2019-10-13T21:11:18+02:00,7248,Mobile,19227162,6321740,Français,48.8570974891,2.3704796611
PW0110,2019-10-13T19:11:26+02:00,2019-10-13T19:16:15+02:00,289,Mobile,4420578,8314977,Anglais,48.8614694222,2.346303724
PW0191,2019-10-13T19:20:11+02:00,2019-10-13T19:33:57+02:00,826,Mobile,35141452,1880876,Espagnol,48.8547105055,2.353240934
PW0073,2019-10-13T19:29:14+02:00,2019-10-13T19:36:19+02:00,425,Mobile,9192057,3282234,Français,48.8552404998,2.4039028856
PW0190,2019-10-13T19:42:56+02:00,2019-10-13T19:44:46+02:00,110,Mobile,5612420,341647,Anglais,48.8611484589,2.325065434
PW0108,2019-10-13T19:45:40+02:00,2019-10-13T19:52:13+02:00,393,Mobile,21952331,1959337,Français,48.8354989458,2.2557606933
PW0045,2019-10-13T19:46:06+02:00,2019-10-13T19:52:11+02:00,365,Ordinateur,7463422,1120302,Français,48.8598387687,2.4032269985
PW0190,2019-10-13T19:48:43+02:00,2019-10-13T20:02:49+02:00,846,Mobile,3645981,774412,Français,48.8611484589,2.325065434
PW0149,2019-10-13T19:55:07+02:00,2019-10-13T20:14:53+02:00,1186,Mobile,1620458,899662,Polonais,48.8593733254,2.3358223561
PW0089,2019-10-13T19:56:59+02:00,2019-10-13T20:02:30+02:00,331,Mobile,25863333,2035315,Français,48.8994866387,2.3420540981
PW0189,2019-10-13T19:58:54+02:00,2019-10-13T20:01:30+02:00,156,Mobile,4159132,300916,Français,48.8629641751,2.3045246819
PW0143,2019-10-13T19:59:38+02:00,2019-10-13T20:05:22+02:00,344,Mobile,14061070,610804,Français,48.8618194855,2.3476439033
PW0165,2019-10-13T20:16:57+02:00,2019-10-13T20:26:06+02:00,549,Mobile,46196898,17889846,Allemand,48.8569794103,2.2933390635
PW0193,2019-10-13T20:17:43+02:00,2019-10-13T20:42:23+02:00,1480,Mobile,34783128,7903691,Anglais,48.8574278537,2.3470199245
PW0156,2019-10-13T20:21:48+02:00,2019-10-13T20:26:14+02:00,266,Mobile,23869708,3990595,Anglais,48.8558319848,2.3508346613
PW0193,2019-10-13T20:25:21+02:00,2019-10-13T20:26:33+02:00,72,Mobile,340151,32547,Français,48.8574278537,2.3470199245
PW0167,2019-10-13T20:22:34+02:00,2019-10-13T21:17:02+02:00,3268,Mobile,263579727,15464702,Français,48.8852754048,2.3763541911
PW0108,2019-10-13T20:47:16+02:00,2019-10-13T20:55:42+02:00,506,Mobile,236147,84273,Portugais,48.8354989458,2.2557606933
PW0121,2019-10-13T20:50:52+02:00,2019-10-13T21:01:33+02:00,641,Ordinateur,1614780,143752,Français,48.8582613252,2.3583923572
PW0159,2019-10-13T20:57:29+02:00,2019-10-13T21:22:30+02:00,1501,Ordinateur,70855939,38901950,Français,48.8796817468,2.3883276374
PW0190,2019-10-13T21:02:51+02:00,2019-10-13T21:25:08+02:00,1337,Mobile,9229946,18354569,Russe,48.8611484589,2.325065434
PW0058,2019-10-13T21:13:04+02:00,2019-10-13T21:14:53+02:00,109,Mobile,2089043,289391,Anglais,48.8324189858,2.3854831767
PW0170-1,2019-10-13T21:07:32+02:00,2019-10-13T21:27:32+02:00,1200,Mobile,30399491,2163472,Anglais,48.8858336546,2.3650478296
PW0177,2019-10-13T21:16:56+02:00,2019-10-13T21:25:37+02:00,521,Mobile,6573802,819925,Français,48.8570974891,2.3704796611
PW0191,2019-10-13T21:24:32+02:00,2019-10-13T23:24:53+02:00,7221,Mobile,243884080,183972843,Espagnol,48.8547105055,2.353240934
PW0149,2019-10-13T21:31:53+02:00,2019-10-13T21:43:29+02:00,696,Mobile,8721190,2420597,Anglais,48.8593733254,2.3358223561
PW0191,2019-10-13T21:32:46+02:00,2019-10-13T21:41:16+02:00,510,Mobile,15436510,1528566,Espagnol,48.8547105055,2.353240934
PW0165,2019-10-13T21:34:50+02:00,2019-10-13T21:36:05+02:00,75,Mobile,9264105,4928356,Anglais,48.8569794103,2.2933390635
PW0110,2019-10-13T21:59:47+02:00,2019-10-13T22:09:43+02:00,596,Mobile,13538136,1174729,Japonais,48.8614694222,2.346303724
PW0190,2019-10-13T22:26:10+02:00,2019-10-13T23:03:02+02:00,2212,Mobile,30441398,13393855,Anglais,48.8611484589,2.325065434
PW0165,2019-10-13T22:28:40+02:00,2019-10-13T22:34:38+02:00,358,Mobile,3971492,26551584,Anglais,48.8569794103,2.2933390635
PW0103-1,2019-10-13T22:57:32+02:00,2019-10-13T23:50:32+02:00,3180,Mobile,12057125,3900038,Français,48.8209032702,2.3684461743
PW0190,2019-10-13T23:08:26+02:00,2019-10-13T23:16:56+02:00,510,Mobile,24171912,1834413,Espagnol,48.8611484589,2.325065434
PW0165,2019-10-13T23:23:34+02:00,2019-10-13T23:31:33+02:00,479,Mobile,14808152,1253500,Espagnol,48.8569794103,2.2933390635
PW0149,2019-10-13T23:52:45+02:00,2019-10-13T23:55:39+02:00,174,Mobile,7787907,1582838,Anglais,48.8593733254,2.3358223561
PW0055,2019-10-14T00:49:48+02:00,2019-10-14T00:50:46+02:00,58,Mobile,1756514,325302,Français,48.8523121522,2.4105606442
PW0167,2019-10-14T01:23:16+02:00,2019-10-14T02:00:23+02:00,2227,Mobile,6262417,1470794,Français,48.8852754048,2.3763541911
PW0122,2019-10-14T01:26:34+02:00,2019-10-14T01:33:17+02:00,403,Mobile,41809272,3230804,Portugais,48.8567634421,2.352648313
PW0005,2019-10-14T09:12:11+02:00,2019-10-14T10:05:06+02:00,3175,Mobile,261862515,11486025,Français,48.8762687831,2.3881842281
PW0080,2019-10-14T10:20:42+02:00,2019-10-14T10:23:05+02:00,143,Mobile,5232964,1479265,Français,48.8566034181,2.3938687724
PW0103-2,2019-10-14T10:51:15+02:00,2019-10-14T11:40:41+02:00,2966,Mobile,147818278,29992579,Français,48.8204906699,2.3673087496
PW0175,2019-10-14T11:17:57+02:00,2019-10-14T13:01:04+02:00,6187,Mobile,13947155,3361221,Russe,48.8609372147,2.2893499444
PW0190,2019-10-14T11:27:01+02:00,2019-10-14T11:29:39+02:00,158,Mobile,8760092,4005750,Japonais,48.8611484589,2.325065434
PW0154,2019-10-14T11:31:37+02:00,2019-10-14T11:47:19+02:00,942,Mobile,34197869,6186736,Français,48.8480849077,2.3496431076
PW0108,2019-10-14T12:25:22+02:00,2019-10-14T12:27:31+02:00,129,Mobile,4698815,6819993,Français,48.8354989458,2.2557606933
PW0056,2019-10-14T12:40:55+02:00,2019-10-14T12:42:11+02:00,76,Mobile,9825611,4187513,Français,48.8698926807,2.3751172843
PW0070,2019-10-14T12:37:49+02:00,2019-10-14T13:40:27+02:00,3758,Ordinateur,43863148,5230035,Français,48.8562219571,2.3673918201
PW0205,2019-10-14T12:51:39+02:00,2019-10-14T13:10:02+02:00,1103,Mobile,18673359,981725,Français,48.8610851934,2.3790725171
PW0182,2019-10-14T12:54:02+02:00,2019-10-14T13:39:30+02:00,2728,Mobile,15085315,1151781,Français,48.8827940633,2.3827054256
PW0151-1,2019-10-14T13:10:52+02:00,2019-10-14T13:45:00+02:00,2048,Mobile,62139416,5565559,Français,48.87994077,2.3074990761
PW0021,2019-10-14T13:18:00+02:00,2019-10-14T13:48:22+02:00,1822,Tablette,23137351,13465065,Français,48.846191709,2.3445808787
PW0151,2019-10-14T13:28:36+02:00,2019-10-14T14:54:23+02:00,5147,Mobile,50978989,7058995,Français,48.8802623407,2.309839897
PW0058-3,2019-10-14T13:48:21+02:00,2019-10-14T14:40:20+02:00,3119,Mobile,61851748,5627032,Français,48.8368107135,2.3823502437
PW0006,2019-10-14T14:08:12+02:00,2019-10-14T14:35:31+02:00,1639,Mobile,11521467,17479969,Français,48.8844631298,2.3541416014
PW0172,2019-10-14T14:18:07+02:00,2019-10-14T14:20:27+02:00,140,Mobile,2847571,1434426,Anglais,48.8346490481,2.3422225428
PW0199,2019-10-14T14:19:25+02:00,2019-10-14T14:19:59+02:00,34,Mobile,1787255,173447,Anglais,48.8342318805,2.3321285183
PW0035,2019-10-14T14:22:09+02:00,2019-10-14T14:50:12+02:00,1683,Mobile,18739955,1854395,Français,48.8329972796,2.3268543569
PW0199,2019-10-14T14:23:41+02:00,2019-10-14T14:30:51+02:00,430,Mobile,7874373,1045647,Anglais,48.8342318805,2.3321285183
PW0170,2019-10-14T14:24:59+02:00,2019-10-14T15:00:00+02:00,2101,Mobile,144566367,6988077,Anglais,48.8864505694,2.3654757972
PW0199,2019-10-14T14:28:22+02:00,2019-10-14T14:30:31+02:00,129,Mobile,676538,224833,Anglais,48.8342318805,2.3321285183
PW0153,2019-10-14T14:31:04+02:00,2019-10-14T15:01:16+02:00,1812,Mobile,72530609,35923950,Anglais,48.8580407243,2.3492201015
PW0019,2019-10-14T14:31:44+02:00,2019-10-14T16:25:13+02:00,6809,Mobile,40874775,5699076,Français,48.8639920263,2.3615319616
PW0151-1,2019-10-14T14:38:49+02:00,2019-10-14T14:44:39+02:00,350,Mobile,1400704,609933,Anglais,48.87994077,2.3074990761
PW0108,2019-10-05T20:33:26+02:00,2019-10-05T20:40:48+02:00,442,Mobile,13901627,1137439,Français,48.8354989458,2.2557606933
PW0175,2019-10-05T20:37:05+02:00,2019-10-05T20:38:21+02:00,76,Mobile,85052,79312,Espagnol,48.8609372147,2.2893499444
PW0175,2019-10-05T20:35:12+02:00,2019-10-05T20:50:28+02:00,916,Mobile,18820355,2494098,Espagnol,48.8609372147,2.2893499444
PW0050,2019-10-05T20:35:47+02:00,2019-10-05T21:17:06+02:00,2479,Ordinateur,74886354,5915638,Français,48.853423534,2.3591792373
PW0169-1,2019-10-05T20:47:16+02:00,2019-10-05T21:14:52+02:00,1656,Mobile,53743162,24721590,Italien,48.8190213359,2.3450952203
PW0147,2019-10-05T20:48:59+02:00,2019-10-05T20:55:35+02:00,396,Mobile,12015393,941910,Français,48.8754298708,2.353666773
PW0108,2019-10-05T20:50:05+02:00,2019-10-05T20:50:53+02:00,48,Mobile,3332498,331196,Anglais,48.8354989458,2.2557606933
PW0167,2019-10-05T21:01:30+02:00,2019-10-05T21:03:12+02:00,102,Mobile,7334332,829269,Français,48.8852754048,2.3763541911
PW0072,2019-10-05T21:13:21+02:00,2019-10-05T21:17:58+02:00,277,Mobile,14467348,1257034,Français,48.8719533728,2.3923025004
PW0165,2019-10-05T21:22:33+02:00,2019-10-05T21:44:43+02:00,1330,Mobile,17936178,1444343,Anglais,48.8569794103,2.2933390635
PW0119,2019-10-05T21:37:47+02:00,2019-10-05T21:46:57+02:00,550,Mobile,1837247,141982,Français,48.8572732825,2.3512776121
PW0161,2019-10-05T21:40:37+02:00,2019-10-05T22:35:01+02:00,3264,Mobile,59263468,2730618,Anglais,48.8581897423,2.312894264
PW0123-1,2019-10-05T21:42:21+02:00,2019-10-05T21:46:12+02:00,231,Mobile,13179015,4999705,Français,48.8570518501,2.3523517242
PW0130,2019-10-05T21:42:56+02:00,2019-10-05T22:56:01+02:00,4385,Mobile,37405194,3351315,Français,48.8532955464,2.4012127883
PW0196,2019-10-05T21:47:25+02:00,2019-10-05T22:03:56+02:00,991,Mobile,5194660,994635,Russe,48.8652873059,2.317839769
PW0182,2019-10-05T22:03:15+02:00,2019-10-05T22:04:06+02:00,51,Mobile,1366884,167821,Français,48.8827940633,2.3827054256
PW0195,2019-10-05T22:03:34+02:00,2019-10-05T22:18:33+02:00,899,Mobile,19396552,1233345,Français,48.8325230687,2.3258143198
PW0108,2019-10-05T22:11:37+02:00,2019-10-05T22:28:34+02:00,1017,Mobile,72171429,4292933,Anglais,48.8354989458,2.2557606933
PW0169-1,2019-10-05T22:39:42+02:00,2019-10-05T22:43:13+02:00,211,Mobile,9824069,713586,Italien,48.8190213359,2.3450952203
PW0123-1,2019-10-05T22:36:51+02:00,2019-10-05T22:54:26+02:00,1055,Mobile,14344218,3434521,Anglais,48.8570518501,2.3523517242
PW0132,2019-10-05T22:52:11+02:00,2019-10-05T23:00:11+02:00,480,Mobile,16221920,858961,Allemand,48.8562716079,2.3557569011
PW0183,2019-10-05T22:59:07+02:00,2019-10-06T00:59:32+02:00,7225,Tablette,515048398,25035694,Français,48.8256855011,2.3028248088
PW0190,2019-10-05T23:06:40+02:00,2019-10-05T23:13:24+02:00,404,Mobile,886793,2489858,Allemand,48.8611484589,2.325065434
PW0175,2019-10-05T23:16:32+02:00,2019-10-05T23:17:19+02:00,47,Mobile,669299,76517,Anglais,48.8609372147,2.2893499444
PW0165,2019-10-05T23:24:37+02:00,2019-10-05T23:30:12+02:00,335,Mobile,23074823,2497433,Anglais,48.8569794103,2.2933390635
PW0175,2019-10-05T23:28:45+02:00,2019-10-05T23:44:15+02:00,930,Mobile,4045858,1099407,Français,48.8609372147,2.2893499444
PW0205,2019-10-05T23:28:46+02:00,2019-10-05T23:33:04+02:00,258,Mobile,1020536,99565,Anglais,48.8610851934,2.3790725171
PW0110,2019-10-05T23:48:53+02:00,2019-10-06T00:34:11+02:00,2718,Mobile,51104758,15162396,Français,48.8614694222,2.346303724
PW0123,2019-10-06T00:11:16+02:00,2019-10-06T00:12:36+02:00,80,Mobile,5223496,365680,Français,48.8563193139,2.3517550767
PW0149,2019-10-06T00:44:03+02:00,2019-10-06T00:44:03+02:00,0,Mobile,0,0,Français,48.8593733254,2.3358223561
PW0196,2019-10-06T00:58:40+02:00,2019-10-06T00:59:13+02:00,33,Mobile,1373403,54115,Russe,48.8652873059,2.317839769
PW0175,2019-10-06T00:58:34+02:00,2019-10-06T01:03:23+02:00,289,Mobile,5924982,3331760,Russe,48.8609372147,2.2893499444
PW0123,2019-10-06T01:03:58+02:00,2019-10-06T01:19:28+02:00,930,Mobile,9038213,16603545,Coréen,48.8563193139,2.3517550767
PW0150,2019-10-06T01:14:46+02:00,2019-10-06T01:16:08+02:00,82,Mobile,5670000,4134998,Français,48.8523533398,2.3603109745
PW0123,2019-10-06T01:18:18+02:00,2019-10-06T01:27:14+02:00,536,Mobile,28638940,52464659,Anglais,48.8563193139,2.3517550767
PW0123,2019-10-06T01:19:36+02:00,2019-10-06T01:29:08+02:00,572,Mobile,12232073,1513771,Anglais,48.8563193139,2.3517550767
PW0149,2019-10-06T01:20:26+02:00,2019-10-06T01:22:41+02:00,135,Mobile,2956194,487884,Russe,48.8593733254,2.3358223561
PW0153,2019-10-06T10:59:01+02:00,2019-10-06T12:20:23+02:00,4882,Ordinateur,394122589,14772967,Français,48.8580407243,2.3492201015
PW0202,2019-10-06T11:33:09+02:00,2019-10-06T13:33:36+02:00,7227,Ordinateur,10940599,2698185,Français,48.8553935976,2.2807177166
PW0103,2019-10-06T11:54:08+02:00,2019-10-06T12:04:16+02:00,608,Mobile,29364667,2756103,Français,48.8202371888,2.3681251513
PW0040,2019-10-06T12:25:39+02:00,2019-10-06T12:38:19+02:00,760,Mobile,394072,70486,Français,48.83559168,2.3258213932
PW0170-1,2019-10-06T12:27:14+02:00,2019-10-06T14:10:59+02:00,6225,Mobile,382038475,20013478,Français,48.8858336546,2.3650478296
PW0085,2019-10-06T12:36:59+02:00,2019-10-06T13:26:41+02:00,2982,Mobile,121105519,7415162,Français,48.8740265007,2.4121376797
PW0189,2019-10-06T13:16:38+02:00,2019-10-06T13:18:33+02:00,115,Mobile,4241977,715119,Anglais,48.8629641751,2.3045246819
PW0122-2,2019-10-06T13:16:54+02:00,2019-10-06T13:24:25+02:00,451,Mobile,26920066,30553817,Italien,48.856082874,2.3522618591
PW0108,2019-10-06T14:01:21+02:00,2019-10-06T14:04:14+02:00,173,Mobile,9923609,1110574,Français,48.8354989458,2.2557606933
PW0190,2019-10-06T14:26:15+02:00,2019-10-06T14:41:23+02:00,908,Mobile,34014368,3104590,Anglais,48.8611484589,2.325065434
PW0172,2019-10-06T14:34:34+02:00,2019-10-06T16:34:53+02:00,7219,Mobile,438802107,19981805,Français,48.8346490481,2.3422225428
PW0154,2019-10-06T14:47:09+02:00,2019-10-06T14:48:57+02:00,108,Mobile,7125430,1263636,Allemand,48.8480849077,2.3496431076
PW0147,2019-10-06T14:57:25+02:00,2019-10-06T16:58:11+02:00,7246,Mobile,322498003,19383967,Français,48.8754298708,2.353666773
PW0163,2019-10-06T14:59:32+02:00,2019-10-06T15:01:19+02:00,107,Mobile,4328841,697091,Anglais,48.8556307839,2.3656584031
PW0190,2019-10-06T15:01:18+02:00,2019-10-06T15:01:48+02:00,30,Mobile,2053338,417104,Français,48.8611484589,2.325065434
PW0175,2019-10-06T15:03:01+02:00,2019-10-06T15:16:43+02:00,822,Mobile,5344299,2884866,Français,48.8609372147,2.2893499444
PW0143,2019-10-06T15:07:00+02:00,2019-10-06T15:29:23+02:00,1343,Mobile,28928254,2144766,Français,48.8618194855,2.3476439033
PW0163,2019-10-06T15:20:51+02:00,2019-10-06T15:44:48+02:00,1437,Mobile,24029754,34972767,Anglais,48.8556307839,2.3656584031
PW0112,2019-10-06T15:28:39+02:00,2019-10-06T17:29:39+02:00,7260,Ordinateur,185654032,50970207,Français,48.8614889106,2.3441541095
PW0084,2019-10-06T15:29:13+02:00,2019-10-06T15:32:48+02:00,215,Mobile,5078226,366172,Français,48.8321648675,2.3993343359
PW0046,2019-10-06T15:30:21+02:00,2019-10-06T17:30:39+02:00,7218,Ordinateur,647423966,29208421,Français,48.836806921,2.3034808022
PW0112,2019-10-06T15:36:44+02:00,2019-10-06T15:56:15+02:00,1171,Mobile,7767811,681517,Français,48.8614889106,2.3441541095
PW0122-1,2019-10-06T15:36:59+02:00,2019-10-06T17:37:46+02:00,7247,Mobile,8177393,2484285,Français,48.856389683,2.352388267
PW0045,2019-10-06T15:37:35+02:00,2019-10-06T17:37:46+02:00,7211,Mobile,158231194,15272187,Français,48.8598387687,2.4032269985
PW0147,2019-10-06T15:40:30+02:00,2019-10-06T16:28:34+02:00,2884,Ordinateur,95248166,12777138,Italien,48.8754298708,2.353666773
PW0046,2019-10-06T15:43:41+02:00,2019-10-06T16:02:51+02:00,1150,Ordinateur,30169523,2053392,Français,48.836806921,2.3034808022
PW0051,2019-10-06T15:44:22+02:00,2019-10-06T15:56:01+02:00,699,Mobile,10745907,498412,Espagnol,48.8425411215,2.3974768897
PW0153,2019-10-06T15:45:48+02:00,2019-10-06T15:57:35+02:00,707,Mobile,40404855,2597437,Portugais,48.8580407243,2.3492201015
PW0051,2019-10-06T15:46:00+02:00,2019-10-06T15:50:05+02:00,245,Mobile,5416974,419911,Français,48.8425411215,2.3974768897
PW0046,2019-10-06T15:48:48+02:00,2019-10-06T16:55:57+02:00,4029,Ordinateur,51027143,6756231,Français,48.836806921,2.3034808022
PW0046,2019-10-06T15:55:24+02:00,2019-10-06T17:30:02+02:00,5678,Ordinateur,45011770,15334774,Français,48.836806921,2.3034808022
PW0123,2019-10-06T15:57:25+02:00,2019-10-06T16:26:12+02:00,1727,Mobile,39363897,5121234,Anglais,48.8563193139,2.3517550767
PW0108,2019-10-06T15:59:26+02:00,2019-10-06T17:00:43+02:00,3677,Mobile,169788576,11222051,Français,48.8354989458,2.2557606933
PW0147,2019-10-06T16:12:36+02:00,2019-10-06T18:13:17+02:00,7241,Ordinateur,20101559,7215794,Français,48.8754298708,2.353666773
PW0112,2019-10-06T16:13:46+02:00,2019-10-06T16:59:37+02:00,2751,Ordinateur,73539671,8921787,Anglais,48.8614889106,2.3441541095
PW0143,2019-10-06T16:14:25+02:00,2019-10-06T18:15:18+02:00,7253,Mobile,85684787,12288452,Français,48.8618194855,2.3476439033
PW0055,2019-10-06T16:17:43+02:00,2019-10-06T16:33:57+02:00,974,Mobile,38637363,3956786,Français,48.8523121522,2.4105606442
PW0112,2019-10-06T16:18:22+02:00,2019-10-06T16:18:54+02:00,32,Mobile,3646230,162292,Français,48.8614889106,2.3441541095
PW0151-1,2019-10-06T16:21:30+02:00,2019-10-06T16:22:38+02:00,68,Mobile,7758184,586475,Français,48.87994077,2.3074990761
PW0051,2019-10-06T16:25:06+02:00,2019-10-06T16:28:40+02:00,214,Mobile,27458290,2891545,Français,48.8425411215,2.3974768897
PW0165,2019-10-06T16:26:51+02:00,2019-10-06T16:36:34+02:00,583,Mobile,8837079,1215482,Portugais,48.8569794103,2.2933390635
PW0153,2019-10-06T16:29:29+02:00,2019-10-06T16:36:46+02:00,437,Mobile,5350341,515568,Anglais,48.8580407243,2.3492201015
PW0045,2019-10-06T16:31:43+02:00,2019-10-06T17:23:16+02:00,3093,Ordinateur,11300840,2385741,Français,48.8598387687,2.4032269985
PW0190,2019-10-06T16:32:40+02:00,2019-10-06T16:49:00+02:00,980,Mobile,4943806,438273,Allemand,48.8611484589,2.325065434
PW0070,2019-10-06T16:36:30+02:00,2019-10-06T17:50:59+02:00,4469,Ordinateur,55758877,418197252,Français,48.8562219571,2.3673918201
PW0123,2019-10-06T16:43:35+02:00,2019-10-06T16:45:53+02:00,138,Mobile,9894099,497478,Anglais,48.8563193139,2.3517550767
PW0046,2019-10-06T16:44:39+02:00,2019-10-06T18:44:43+02:00,7204,Mobile,554552691,25795415,Français,48.836806921,2.3034808022
PW0108,2019-10-06T16:47:17+02:00,2019-10-06T17:08:15+02:00,1258,Ordinateur,49743521,3627424,Français,48.8354989458,2.2557606933
PW0150,2019-10-06T16:52:16+02:00,2019-10-06T16:57:39+02:00,323,Mobile,16242744,11559783,Espagnol,48.8523533398,2.3603109745
PW0108,2019-10-06T16:55:00+02:00,2019-10-06T16:59:22+02:00,262,Mobile,10464056,517250,Français,48.8354989458,2.2557606933
PW0051,2019-10-06T16:56:32+02:00,2019-10-06T16:58:00+02:00,88,Mobile,719256,258965,Français,48.8425411215,2.3974768897
PW0108,2019-10-06T16:58:04+02:00,2019-10-06T18:42:47+02:00,6283,Mobile,126699178,4428321,Français,48.8354989458,2.2557606933
PW0191,2019-10-06T16:59:17+02:00,2019-10-06T17:04:48+02:00,331,Mobile,113977,144470,Français,48.8547105055,2.353240934
PW0194,2019-10-06T17:07:34+02:00,2019-10-06T17:23:36+02:00,962,Mobile,3106429,354815,Anglais,48.8801112154,2.3672066687
PW0149,2019-10-06T17:11:39+02:00,2019-10-06T17:17:24+02:00,345,Mobile,11186329,664617,Anglais,48.8593733254,2.3358223561
PW0147,2019-10-06T17:16:04+02:00,2019-10-06T17:49:59+02:00,2035,Mobile,65490212,6228069,Allemand,48.8754298708,2.353666773
PW0112,2019-10-06T17:18:25+02:00,2019-10-06T17:49:08+02:00,1843,Ordinateur,96644481,5659156,Français,48.8614889106,2.3441541095
PW0175,2019-10-06T17:24:24+02:00,2019-10-06T17:29:22+02:00,298,Mobile,16611109,1553284,Anglais,48.8609372147,2.2893499444
PW0175,2019-10-06T17:28:20+02:00,2019-10-06T17:37:18+02:00,538,Mobile,15659082,2068914,Russe,48.8609372147,2.2893499444
PW0045,2019-10-06T17:30:41+02:00,2019-10-06T19:31:21+02:00,7240,Ordinateur,71520877,6241282,Français,48.8598387687,2.4032269985
PW0181,2019-10-06T17:31:04+02:00,2019-10-06T18:05:38+02:00,2074,Mobile,52786827,5715848,Français,48.8566875709,2.3489230003
PW0147,2019-10-06T17:33:52+02:00,2019-10-06T17:47:37+02:00,825,Ordinateur,11591139,963781,Français,48.8754298708,2.353666773
PW0045,2019-10-06T17:42:07+02:00,2019-10-06T17:43:22+02:00,75,Mobile,3508880,342100,Français,48.8598387687,2.4032269985
PW0147,2019-10-06T17:38:54+02:00,2019-10-06T18:03:27+02:00,1473,Mobile,3177276,366967,Français,48.8754298708,2.353666773
PW0110,2019-10-06T17:39:59+02:00,2019-10-06T18:15:23+02:00,2124,Mobile,129928869,7727784,Français,48.8614694222,2.346303724
PW0149,2019-10-06T17:49:34+02:00,2019-10-06T17:53:07+02:00,213,Mobile,10649647,816615,Portugais,48.8593733254,2.3358223561
PW0149,2019-10-06T17:52:08+02:00,2019-10-06T17:56:32+02:00,264,Mobile,12987884,820829,Anglais,48.8593733254,2.3358223561
PW0199,2019-10-06T17:52:12+02:00,2019-10-06T17:54:47+02:00,155,Mobile,4206518,559176,Français,48.8342318805,2.3321285183
PW0163,2019-10-06T17:50:48+02:00,2019-10-06T18:06:39+02:00,951,Mobile,14922398,16293169,Portugais,48.8556307839,2.3656584031
PW0170,2019-10-06T17:52:23+02:00,2019-10-06T19:33:50+02:00,6087,Mobile,18152371,3052203,Français,48.8864505694,2.3654757972
